Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,true,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,powercrystals.minefactoryreloaded.block.decor.BlockVanillaIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,true,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,true,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,true,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,true,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,powercrystals.minefactoryreloaded.block.decor.BlockVanillaGlassPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,true,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,true,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,true,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,true,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,true,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,net.minecraft.block.BlockDragonEgg
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,true,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,true,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,true,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,true,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,true,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,null
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
IC2:blockOreCopper,165,true,null,ic2.core.block.BlockMetaData
IC2:blockOreTin,166,true,null,ic2.core.block.BlockMetaData
IC2:blockOreUran,167,true,null,ic2.core.block.BlockMetaData
IC2:blockOreLead,168,true,null,ic2.core.block.BlockMetaData
IC2:blockRubWood,169,true,null,ic2.core.block.BlockRubWood
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
IC2:blockRubLeaves,176,true,null,ic2.core.block.BlockRubLeaves
IC2:blockRubSapling,177,true,null,ic2.core.block.BlockRubSapling
IC2:blockHarz,178,true,null,ic2.core.block.BlockResin
IC2:blockRubber,179,true,null,ic2.core.block.BlockRubberSheet
IC2:blockFenceIron,180,true,null,ic2.core.block.BlockPoleFence
IC2:blockAlloy,181,true,null,ic2.core.block.BlockMetaData
IC2:blockBasalt,182,true,null,ic2.core.block.BlockMetaData
IC2:blockAlloyGlass,183,true,null,ic2.core.block.BlockTexGlass
IC2:blockDoorAlloy,184,true,null,ic2.core.block.BlockIC2Door
IC2:blockReinforcedFoam,185,true,null,ic2.core.block.BlockReinforcedFoam
IC2:blockFoam,186,true,null,ic2.core.block.BlockFoam
IC2:blockWall,187,true,null,ic2.core.block.BlockWall
IC2:blockScaffold,188,true,null,ic2.core.block.BlockScaffold
IC2:blockIronScaffold,189,true,null,ic2.core.block.BlockScaffold
IC2:blockMetal,190,true,null,ic2.core.block.BlockMetal
IC2:blockCable,191,true,null,ic2.core.block.wiring.BlockCable
IC2:blockKineticGenerator,192,true,null,ic2.core.block.kineticgenerator.block.BlockKineticGenerator
IC2:blockHeatGenerator,193,true,null,ic2.core.block.heatgenerator.block.BlockHeatGenerator
IC2:blockGenerator,194,true,null,ic2.core.block.generator.block.BlockGenerator
IC2:blockReactorChamber,195,true,null,ic2.core.block.reactor.block.BlockReactorChamber
IC2:blockReactorFluidPort,196,true,null,ic2.core.block.reactor.block.BlockReactorFluidPort
IC2:blockReactorAccessHatch,197,true,null,ic2.core.block.reactor.block.BlockReactorAccessHatch
IC2:blockReactorRedstonePort,198,true,null,ic2.core.block.reactor.block.BlockReactorRedstonePort
IC2:blockreactorvessel,199,true,null,ic2.core.block.reactor.block.BlockReactorVessel
IC2:blockElectric,200,true,null,ic2.core.block.wiring.BlockElectric
IC2:blockChargepad,201,true,null,ic2.core.block.wiring.BlockChargepad
IC2:blockMachine,202,true,null,ic2.core.block.machine.BlockMachine
IC2:blockMachine2,203,true,null,ic2.core.block.machine.BlockMachine2
IC2:blockMachine3,204,true,null,ic2.core.block.machine.BlockMachine3
IC2:blockLuminatorDark,205,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockLuminator,206,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockMiningPipe,207,true,null,ic2.core.block.machine.BlockMiningPipe
IC2:blockMiningTip,208,true,null,ic2.core.block.machine.BlockMiningTip
IC2:blockPersonal,209,true,null,ic2.core.block.personal.BlockPersonal
IC2:blockITNT,210,true,null,ic2.core.block.BlockITNT
IC2:blockNuke,211,true,null,ic2.core.block.BlockITNT
IC2:blockDynamite,212,true,null,ic2.core.block.BlockDynamite
IC2:blockDynamiteRemote,213,true,null,ic2.core.block.BlockDynamite
IC2:blockCrop,214,true,null,ic2.core.crop.BlockCrop
IC2:blockBarrel,215,true,null,ic2.core.block.BlockBarrel
IC2:fluidUuMatter,216,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidConstructionFoam,217,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidCoolant,218,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidHotCoolant,219,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidPahoehoeLava,220,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiomass,221,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiogas,222,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidDistilledWater,223,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSuperheatedSteam,224,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSteam,225,true,null,ic2.core.block.BlockIC2Fluid
AdvancedMachines:advancedmachines.block,226,true,null,mods.immibis.am2.BlockAM2
AdvancedMachines:advancedmachines.arrayCable,227,true,null,mods.immibis.am2.arrays.ArrayCableBlock
AdvancedMachines:advancedmachines.arrayDevice,228,true,null,mods.immibis.am2.arrays.ArrayGeneratorBlock
AdvancedMachines:advancedmachines.arrayController,229,true,null,mods.immibis.am2.arrays.ArrayControllerBlock
advancedgenetics:advGen:dnaanalyser,230,true,null,com.advGenetics.Blocks.BlockDNAAnalyser
advancedgenetics:advGen:dnaextractor,231,true,null,com.advGenetics.Blocks.BlockDNAExtractor
advancedgenetics:advGen:dnaencoder,232,true,null,com.advGenetics.Blocks.BlockDNAEncoder
advancedgenetics:advGen:dnasplitter,233,true,null,com.advGenetics.Blocks.BlockDNASplitter
advancedgenetics:advGen:dnabreeder,234,true,null,com.advGenetics.Blocks.BlockDNABreeder
advancedgenetics:advGen:centrifuge,235,true,null,com.advGenetics.Blocks.BlockCentrifuge
advancedgenetics:advGen:dnacombiner,236,true,null,com.advGenetics.Blocks.BlockDNACombiner
advancedgenetics:advGen:dnaremover,237,true,null,com.advGenetics.Blocks.BlockDNARemover
advancedgenetics:advGen:dnatransmutator,238,true,null,com.advGenetics.Blocks.BlockDNATransmutator
advancedgenetics:advGen:dnaautosplitter,239,true,null,com.advGenetics.Blocks.BlockDNAAutoSplitter
advancedgenetics:advGen:combustiongenerator,240,true,null,com.advGenetics.Blocks.BlockCombustionGenerator
advancedgenetics:advGen:combustiongeneratoridle,241,true,null,com.advGenetics.Blocks.BlockCombustionGenerator
advancedgenetics:advGen:deathenderchest,242,true,null,com.advGenetics.Blocks.BlockDeathEnderchest
advancedgenetics:advGen:microscope,243,true,null,com.advGenetics.Blocks.BlockMicroscope
advancedgenetics:advGen:healcrystalblock,244,true,null,com.advGenetics.Blocks.BlockHealCrystal
advancedgenetics:advGen:autoscraper,245,true,null,com.advGenetics.Blocks.BlockAutoScraper
advancedgenetics:advGen:dnainsulator,246,true,null,com.advGenetics.Blocks.BlockDNAInsulator
advancedgenetics:advGen:dnacloner,247,true,null,com.advGenetics.Blocks.BlockDNACloner
advancedgenetics:advGen:homeostasistube,248,true,null,com.advGenetics.Blocks.BlockHomeostasisTube
AdvancedSolarPanel:BlockMolecularTransformer,249,true,null,advsolar.common.blocks.BlockMolecularTransformer
AdvancedSolarPanel:BlockAdvSolarPanel,250,true,null,advsolar.common.blocks.BlockAdvSolarPanel
appliedenergistics2:tile.BlockCableBus,251,true,null,appeng.block.networking.BlockCableBus
appliedenergistics2:tile.BlockCraftingUnit,252,true,null,appeng.block.crafting.BlockCraftingUnit
appliedenergistics2:tile.BlockCraftingMonitor,253,true,null,appeng.block.crafting.BlockCraftingMonitor
appliedenergistics2:tile.BlockCraftingStorage,254,true,null,appeng.block.crafting.BlockCraftingStorage
appliedenergistics2:tile.BlockMolecularAssembler,255,true,null,appeng.block.crafting.BlockMolecularAssembler
appliedenergistics2:tile.OreQuartz,409,true,null,appeng.block.solids.OreQuartz
appliedenergistics2:tile.OreQuartzCharged,410,true,null,appeng.block.solids.OreQuartzCharged
appliedenergistics2:tile.BlockMatrixFrame,411,true,null,appeng.block.spatial.BlockMatrixFrame
appliedenergistics2:tile.BlockQuartz,412,true,null,appeng.block.solids.BlockQuartz
appliedenergistics2:tile.BlockFluix,413,true,null,appeng.block.solids.BlockFluix
appliedenergistics2:tile.BlockSkyStone,414,true,null,appeng.block.solids.BlockSkyStone
appliedenergistics2:tile.BlockSkyChest,415,true,null,appeng.block.storage.BlockSkyChest
appliedenergistics2:tile.BlockSkyCompass,416,true,null,appeng.block.misc.BlockSkyCompass
appliedenergistics2:tile.BlockQuartzGlass,423,true,null,appeng.block.solids.BlockQuartzGlass
appliedenergistics2:tile.BlockQuartzLamp,424,true,null,appeng.block.solids.BlockQuartzLamp
appliedenergistics2:tile.BlockQuartzPillar,425,true,null,appeng.block.solids.BlockQuartzPillar
appliedenergistics2:tile.BlockQuartzChiseled,426,true,null,appeng.block.solids.BlockQuartzChiseled
appliedenergistics2:tile.BlockQuartzTorch,427,true,null,appeng.block.misc.BlockQuartzTorch
appliedenergistics2:tile.BlockLightDetector,428,true,null,appeng.block.misc.BlockLightDetector
appliedenergistics2:tile.BlockCharger,429,true,null,appeng.block.misc.BlockCharger
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,430,true,null,appeng.block.misc.BlockQuartzGrowthAccelerator
appliedenergistics2:tile.BlockGrinder,431,true,null,appeng.block.grindstone.BlockGrinder
appliedenergistics2:tile.BlockCrank,432,true,null,appeng.block.grindstone.BlockCrank
appliedenergistics2:tile.BlockInscriber,433,true,null,appeng.block.misc.BlockInscriber
appliedenergistics2:tile.BlockWireless,434,true,null,appeng.block.networking.BlockWireless
appliedenergistics2:tile.BlockTinyTNT,435,true,null,appeng.block.misc.BlockTinyTNT
appliedenergistics2:tile.BlockQuantumRing,436,true,null,appeng.block.qnb.BlockQuantumRing
appliedenergistics2:tile.BlockQuantumLinkChamber,437,true,null,appeng.block.qnb.BlockQuantumLinkChamber
appliedenergistics2:tile.BlockSpatialPylon,438,true,null,appeng.block.spatial.BlockSpatialPylon
appliedenergistics2:tile.BlockSpatialIOPort,439,true,null,appeng.block.spatial.BlockSpatialIOPort
appliedenergistics2:tile.BlockController,440,true,null,appeng.block.networking.BlockController
appliedenergistics2:tile.BlockDrive,441,true,null,appeng.block.storage.BlockDrive
appliedenergistics2:tile.BlockChest,442,true,null,appeng.block.storage.BlockChest
appliedenergistics2:tile.BlockInterface,443,true,null,appeng.block.misc.BlockInterface
appliedenergistics2:tile.BlockCellWorkbench,444,true,null,appeng.block.misc.BlockCellWorkbench
appliedenergistics2:tile.BlockIOPort,445,true,null,appeng.block.storage.BlockIOPort
appliedenergistics2:tile.BlockCondenser,446,true,null,appeng.block.misc.BlockCondenser
appliedenergistics2:tile.BlockEnergyAcceptor,447,true,null,appeng.block.networking.BlockEnergyAcceptor
appliedenergistics2:tile.BlockVibrationChamber,448,true,null,appeng.block.misc.BlockVibrationChamber
appliedenergistics2:tile.BlockEnergyCell,449,true,null,appeng.block.networking.BlockEnergyCell
appliedenergistics2:tile.BlockDenseEnergyCell,450,true,null,appeng.block.networking.BlockDenseEnergyCell
appliedenergistics2:tile.BlockCreativeEnergyCell,451,true,null,appeng.block.networking.BlockCreativeEnergyCell
appliedenergistics2:tile.BlockSecurity,452,true,null,appeng.block.misc.BlockSecurity
appliedenergistics2:tile.BlockPaint,453,true,null,appeng.block.misc.BlockPaint
ae2tech:tile.machine.energeticincinerator,454,true,null,com.fireball1725.ae2tech.blocks.machines.BlockEnergeticIncinerator
ArchimedesShips:marker,455,true,null,ckathode.archimedes.blockitem.BlockHelm
ArchimedesShips:floater,456,true,null,ckathode.archimedes.blockitem.BlockAS
ArchimedesShips:balloon,457,true,null,net.minecraft.block.BlockColored
ArchimedesShips:gauge,458,true,null,ckathode.archimedes.blockitem.BlockGauge
ArchimedesShips:seat,459,true,null,ckathode.archimedes.blockitem.BlockSeat
ArchimedesShips:buffer,460,true,null,ckathode.archimedes.blockitem.BlockAS
ArchimedesShips:engine,461,true,null,ckathode.archimedes.blockitem.BlockEngine
ArchimedesShips:crate_wood,462,true,null,ckathode.archimedes.blockitem.BlockCrate
Aroma1997sDimension:aromicPortal,463,true,null,aroma1997.world.MiningPortal
Aroma1997sDimension:portalFrame,464,true,null,aroma1997.world.PortalFrame
Aroma1997sDimension:stickyOre,465,true,null,aroma1997.world.StickyOre
AutoFood:autofood.machine,466,true,null,mods.immibis.autofood.AutoFoodMachineBlock
Thaumcraft:blockFluxGoo,467,true,null,thaumcraft.common.blocks.BlockFluxGoo
Thaumcraft:blockFluxGas,468,true,null,thaumcraft.common.blocks.BlockFluxGas
Thaumcraft:blockFluidPure,469,true,null,thaumcraft.common.blocks.BlockFluidPure
Thaumcraft:blockFluidDeath,470,true,null,thaumcraft.common.blocks.BlockFluidDeath
Thaumcraft:blockCustomOre,471,true,null,thaumcraft.common.blocks.BlockCustomOre
Thaumcraft:blockMagicalLog,472,true,null,thaumcraft.common.blocks.BlockMagicalLog
Thaumcraft:blockMagicalLeaves,473,true,null,thaumcraft.common.blocks.BlockMagicalLeaves
Thaumcraft:blockCustomPlant,474,true,null,thaumcraft.common.blocks.BlockCustomPlant
Thaumcraft:blockTaint,475,true,null,thaumcraft.common.blocks.BlockTaint
Thaumcraft:blockTaintFibres,476,true,null,thaumcraft.common.blocks.BlockTaintFibres
Thaumcraft:blockCosmeticOpaque,477,true,null,thaumcraft.common.blocks.BlockCosmeticOpaque
Thaumcraft:blockCosmeticSolid,478,true,null,thaumcraft.common.blocks.BlockCosmeticSolid
Thaumcraft:blockCrystal,479,true,null,thaumcraft.common.blocks.BlockCrystal
Thaumcraft:blockTube,480,true,null,thaumcraft.common.blocks.BlockTube
Thaumcraft:blockMetalDevice,481,true,null,thaumcraft.common.blocks.BlockMetalDevice
Thaumcraft:blockWoodenDevice,482,true,null,thaumcraft.common.blocks.BlockWoodenDevice
Thaumcraft:blockStoneDevice,483,true,null,thaumcraft.common.blocks.BlockStoneDevice
Thaumcraft:blockMirror,484,true,null,thaumcraft.common.blocks.BlockMirror
Thaumcraft:blockTable,485,true,null,thaumcraft.common.blocks.BlockTable
Thaumcraft:blockChestHungry,486,true,null,thaumcraft.common.blocks.BlockChestHungry
Thaumcraft:blockArcaneDoor,487,true,null,thaumcraft.common.blocks.BlockArcaneDoor
Thaumcraft:blockLifter,488,true,null,thaumcraft.common.blocks.BlockLifter
Thaumcraft:blockMagicBox,489,true,null,thaumcraft.common.blocks.BlockMagicBox
Thaumcraft:blockJar,490,true,null,thaumcraft.common.blocks.BlockJar
Thaumcraft:blockCandle,491,true,null,thaumcraft.common.blocks.BlockCandle
Thaumcraft:blockAiry,492,true,null,thaumcraft.common.blocks.BlockAiry
Thaumcraft:blockManaPod,493,true,null,thaumcraft.common.blocks.BlockManaPod
Thaumcraft:blockArcaneFurnace,494,true,null,thaumcraft.common.blocks.BlockArcaneFurnace
Thaumcraft:blockWarded,495,true,null,thaumcraft.common.blocks.BlockWarded
Thaumcraft:blockHole,496,true,null,thaumcraft.common.blocks.BlockHole
Automagy:blockRedcrystal,497,true,null,tuhljin.automagy.blocks.BlockRedcrystal
Automagy:blockRedcrystalAmp,498,true,null,tuhljin.automagy.blocks.BlockRedcrystalAmp
Automagy:blockRedcrystalDim,499,true,null,tuhljin.automagy.blocks.BlockRedcrystalDim
Automagy:blockRedcrystalDense,500,true,null,tuhljin.automagy.blocks.BlockRedcrystalDense
Automagy:blockRedcrystalRes,501,true,null,tuhljin.automagy.blocks.BlockRedcrystalRes
Automagy:blockRedcrystalMerc,502,true,null,tuhljin.automagy.blocks.BlockRedcrystalMerc
Automagy:blockTorchInversion,503,true,null,tuhljin.automagy.blocks.BlockTorchInversion
Automagy:blockTorchInversion_off,504,true,null,tuhljin.automagy.blocks.BlockTorchInversion
Automagy:blockRemoteComparator,505,true,null,tuhljin.automagy.blocks.BlockRemoteComparator
Automagy:blockVisReader,506,true,null,tuhljin.automagy.blocks.BlockVisReader
Automagy:blockTally,507,true,null,tuhljin.automagy.blocks.BlockTally
Automagy:blockHourglass,508,true,null,tuhljin.automagy.blocks.BlockHourglass
Automagy:blockHourglassMagic,509,true,null,tuhljin.automagy.blocks.BlockHourglassMagic
Automagy:blockGreedyChest,510,true,null,tuhljin.automagy.blocks.BlockGreedyChest
Automagy:blockEagerChest,511,true,null,tuhljin.automagy.blocks.BlockEagerChest
Automagy:blockHungryMaw,512,true,null,tuhljin.automagy.blocks.BlockMawHungry
Automagy:blockFinicalMaw,513,true,null,tuhljin.automagy.blocks.BlockMawFinical
Automagy:blockGolemInhibitor,514,true,null,tuhljin.automagy.blocks.BlockGolemInhibitor
Automagy:blockEntitySignal,515,true,null,tuhljin.automagy.blocks.BlockEntitySignal
Automagy:blockEssentiaLocus,516,true,null,tuhljin.automagy.blocks.BlockEssentiaLocus
Automagy:blockInventarium,517,true,null,tuhljin.automagy.blocks.BlockInventarium
